,,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025, ,1981-2010 mean,1981-2010 median
,17,,10.805,8.735,9.177,10.604,9.531,9.69,10.118,9.534,9.615,9.446,10.222,9.538,10.311,9.862,10.023,10.336,10.377,10.692,10.066,10.301,10.094,10.873,10.214,9.28,10.502,10.31,10.115,9.179,9.548,10.949,10.946,10.432,10.075,10.356,10.863,11.317,11.67,10.001,9.043,9.253,8.72,9.623,10.35,9.462,8.304,9.16,,,10.063,10.117
,18,,10.918,8.853,9.31,10.717,9.642,9.769,10.228,9.651,9.727,9.608,10.349,9.635,10.428,9.984,10.149,10.46,10.49,10.808,10.169,10.454,10.157,10.99,10.329,9.375,10.627,10.378,10.234,9.295,9.648,11.047,11.041,10.551,10.187,10.452,10.949,11.415,11.781,10.106,9.181,9.353,8.836,9.729,10.445,9.555,8.357,9.278,,,10.175,10.231
,19,,11.049,9.001,9.443,10.794,9.72,9.877,10.367,9.66,9.836,9.772,10.483,9.721,10.545,10.106,10.256,10.599,10.588,10.944,10.28,10.593,10.239,11.09,10.429,9.483,10.767,10.466,10.345,9.415,9.734,11.13,11.119,10.684,10.306,10.557,11.048,11.552,11.867,10.229,9.292,9.475,8.964,9.859,10.534,9.658,8.432,9.36,,,10.283,10.356
,20,,11.124,9.1,9.552,10.895,9.81,10.006,10.477,9.682,9.924,9.915,10.614,9.811,10.644,10.226,10.355,10.737,10.691,11.077,10.39,10.708,10.351,11.212,10.538,9.604,10.915,10.568,10.471,9.553,9.838,11.208,11.188,10.806,10.426,10.654,11.158,11.679,11.934,10.344,9.392,9.604,9.097,9.999,10.6,9.759,8.515,9.442,,,10.392,10.474
,21,,11.209,9.193,9.679,11.021,9.847,10.088,10.573,9.75,10.025,10.048,10.736,9.921,10.73,10.347,10.453,10.872,10.804,11.206,10.52,10.807,10.489,11.347,10.643,9.74,11.088,10.658,10.624,9.691,9.948,11.291,11.244,10.923,10.535,10.746,11.276,11.823,12.011,10.461,9.473,9.759,9.242,10.144,10.677,9.848,8.612,9.553,,,10.504,10.599
,22,,11.292,9.325,9.82,11.142,9.897,10.173,10.687,9.783,10.094,10.161,10.856,10.069,10.792,10.455,10.539,10.989,10.909,11.333,10.643,10.891,10.631,11.489,10.749,9.863,11.232,10.766,10.769,9.833,10.078,11.378,11.287,11.067,10.657,10.836,11.397,11.973,12.082,10.554,9.538,9.923,9.376,10.295,10.759,9.938,8.73,9.663,,,10.613,10.718
,23,,11.365,9.444,9.978,11.241,9.943,10.298,10.806,9.832,10.165,10.268,10.989,10.219,10.847,10.534,10.634,11.071,11.012,11.463,10.75,10.941,10.785,11.628,10.835,10,11.357,10.888,10.892,9.999,10.223,11.471,11.349,11.233,10.797,10.92,11.521,12.109,12.171,10.646,9.608,10.053,9.507,10.433,10.834,10.014,8.857,9.758,,,10.722,10.82
,24,,11.455,9.573,10.113,11.296,9.978,10.4,10.961,9.909,10.257,10.344,11.11,10.353,10.902,10.586,10.737,11.132,11.132,11.601,10.851,10.982,10.93,11.761,10.937,10.12,11.489,10.993,11.041,10.174,10.366,11.57,11.437,11.395,10.952,10.995,11.637,12.221,12.279,10.72,9.696,10.153,9.629,10.555,10.918,10.072,8.976,9.869,,,10.829,10.933
,25,,11.546,9.71,10.235,11.395,10.119,10.493,11.092,9.948,10.336,10.428,11.223,10.485,10.97,10.65,10.842,11.181,11.247,11.726,10.955,11.024,11.062,11.872,11.032,10.224,11.606,11.107,11.179,10.353,10.494,11.679,11.545,11.577,11.084,11.077,11.745,12.319,12.399,10.804,9.782,10.233,9.741,10.685,11.027,10.135,9.086,9.976,,,10.936,11.028
,26,,11.653,9.828,10.387,11.504,10.217,10.614,11.207,9.978,10.45,10.529,11.35,10.6,11.038,10.698,10.946,11.225,11.342,11.859,11.038,11.071,11.178,11.968,11.133,10.298,11.697,11.262,11.285,10.527,10.619,11.796,11.676,11.754,11.205,11.147,11.846,12.399,12.499,10.851,9.883,10.3,9.832,10.804,11.157,10.198,9.162,10.078,,,11.042,11.102
,27,,11.751,9.948,10.491,11.563,10.319,10.672,11.353,9.968,10.559,10.652,11.486,10.706,11.117,10.746,11.043,11.285,11.45,11.994,11.115,11.142,11.291,12.055,11.22,10.358,11.812,11.438,11.377,10.71,10.724,11.896,11.804,11.931,11.312,11.251,11.944,12.466,12.595,10.917,9.987,10.36,9.921,10.915,11.287,10.269,9.227,10.169,,,11.143,11.181
,28,,11.873,10.034,10.591,11.669,10.461,10.734,11.391,9.986,10.659,10.779,11.602,10.829,11.199,10.823,11.146,11.365,11.55,12.114,11.198,11.236,11.417,12.146,11.313,10.396,11.955,11.638,11.468,10.862,10.827,11.994,11.936,12.091,11.429,11.377,12.021,12.537,12.682,10.983,10.087,10.466,9.994,11.05,11.416,10.352,9.295,10.253,,,11.246,11.274
,29,,11.992,10.135,10.723,11.801,10.547,10.832,11.451,9.998,10.768,10.918,11.733,10.943,11.277,10.907,11.246,11.459,11.636,12.213,11.264,11.348,11.546,12.24,11.397,10.452,12.088,11.818,11.525,11.019,10.949,12.082,12.064,12.242,11.529,11.501,12.079,12.586,12.761,11.033,10.176,10.58,10.076,11.185,11.534,10.432,9.357,10.329,,,11.35,11.373
,30,,12.118,10.228,10.844,11.861,10.621,10.908,11.522,9.984,10.857,11.066,11.854,11.053,11.359,10.98,11.329,11.585,11.721,12.318,11.324,11.458,11.688,12.325,11.485,10.509,12.232,11.949,11.597,11.181,11.09,12.173,12.166,12.376,11.652,11.621,12.148,12.649,12.816,11.065,10.267,10.705,10.166,11.3,11.633,10.485,9.428,10.397,,,11.447,11.471
,31,,12.243,10.31,11.007,11.93,10.707,11.049,11.566,10.059,10.948,11.199,11.943,11.164,11.453,11.084,11.412,11.714,11.804,12.414,11.389,11.558,11.838,12.407,11.57,10.585,12.378,12.043,11.68,11.343,11.244,12.262,12.25,12.513,11.788,11.743,12.223,12.742,12.857,11.132,10.377,10.837,10.254,11.429,11.706,10.537,9.527,10.446,,,11.55,11.562
June,1,,12.38,10.434,11.16,12.014,10.799,11.179,11.65,10.114,11.097,11.314,12.018,11.267,11.534,11.194,11.515,11.846,11.893,12.515,11.462,11.649,11.986,12.475,11.673,10.665,12.509,12.129,11.774,11.496,11.408,12.361,12.331,12.636,11.932,11.834,12.303,12.852,12.898,11.207,10.494,10.986,10.339,11.554,11.778,10.577,9.635,10.515,,,11.655,11.649
,2,,12.512,10.547,11.31,12.08,10.867,11.309,11.741,10.533,11.216,11.435,12.099,11.376,11.611,11.295,11.616,11.972,11.995,12.633,11.574,11.73,12.119,12.524,11.789,10.757,12.615,12.186,11.865,11.646,11.573,12.473,12.403,12.744,12.048,11.911,12.413,12.965,12.944,11.294,10.604,11.114,10.454,11.65,11.855,10.64,9.745,10.588,,,11.77,11.736
,3,,12.695,10.612,11.471,12.159,10.94,11.451,11.864,10.789,11.34,11.566,12.171,11.502,11.701,11.395,11.73,12.081,12.09,12.737,11.71,11.805,12.242,12.565,11.893,10.849,12.713,12.277,11.954,11.768,11.72,12.588,12.472,12.843,12.127,11.997,12.562,13.096,12.997,11.407,10.736,11.24,10.55,11.759,11.944,10.739,9.871,10.648,,,11.88,11.835
,4,,12.857,10.711,11.578,12.249,11.035,11.562,11.963,11.025,11.492,11.713,12.255,11.621,11.783,11.498,11.86,12.165,12.195,12.821,11.833,11.909,12.357,12.628,11.983,10.951,12.793,12.385,12.026,11.881,11.846,12.692,12.553,12.949,12.196,12.093,12.725,13.225,13.071,11.537,10.883,11.377,10.658,11.872,12.039,10.865,9.989,10.719,,,11.987,11.936
,5,,12.985,10.845,11.7,12.374,11.114,11.678,12.069,11.433,11.521,11.861,12.351,11.733,11.872,11.596,11.984,12.259,12.313,12.882,11.946,12.051,12.459,12.712,12.058,11.061,12.865,12.488,12.088,11.975,11.957,12.789,12.643,13.062,12.269,12.185,12.88,13.336,13.163,11.678,11.025,11.491,10.788,11.986,12.134,11.002,10.087,10.78,,,12.096,12.055
,6,,13.15,10.927,11.741,12.472,11.28,11.766,12.195,11.592,11.584,12.001,12.433,11.845,11.964,11.692,12.104,12.364,12.427,12.925,12.061,12.205,12.554,12.817,12.139,11.185,12.95,12.575,12.145,12.048,12.055,12.904,12.742,13.166,12.338,12.297,13.032,13.437,13.249,11.825,11.162,11.587,10.928,12.095,12.23,11.146,10.176,10.824,,,12.198,12.142
,7,,13.251,11.056,11.807,12.572,11.418,11.864,12.349,11.704,11.692,12.123,12.52,11.948,12.077,11.782,12.24,12.491,12.528,12.95,12.143,12.352,12.645,12.949,12.242,11.287,13.04,12.66,12.21,12.139,12.141,12.999,12.844,13.27,12.41,12.404,13.171,13.538,13.354,11.968,11.315,11.672,11.062,12.211,12.334,11.261,10.256,10.86,,,12.3,12.241
,8,,13.346,11.213,11.833,12.699,11.573,12,12.469,11.853,11.745,12.214,12.583,12.043,12.184,11.868,12.36,12.625,12.615,12.99,12.213,12.488,12.739,13.099,12.357,11.378,13.133,12.734,12.282,12.254,12.229,13.101,12.948,13.386,12.502,12.508,13.281,13.638,13.443,12.109,11.461,11.783,11.21,12.305,12.44,11.361,10.332,10.912,,,12.4,12.358
,9,,13.405,11.364,11.853,12.779,11.748,12.108,12.654,12.032,11.843,12.279,12.64,12.134,12.313,11.957,12.475,12.752,12.682,13.048,12.308,12.592,12.854,13.238,12.487,11.465,13.231,12.822,12.382,12.382,12.33,13.204,13.074,13.504,12.593,12.618,13.372,13.731,13.545,12.264,11.607,11.891,11.342,12.405,12.562,11.447,10.391,10.972,,,12.506,12.481
,10,,13.487,11.49,11.981,12.855,11.851,12.261,12.84,12.07,11.975,12.322,12.707,12.219,12.426,12.037,12.581,12.852,12.745,13.127,12.421,12.662,12.987,13.337,12.623,11.545,13.339,12.923,12.507,12.524,12.432,13.319,13.218,13.614,12.683,12.74,13.461,13.817,13.649,12.388,11.747,12.018,11.451,12.52,12.688,11.529,10.463,11.045,,,12.61,12.602
,11,,13.545,11.647,12.061,12.994,11.971,12.42,12.937,12.15,12.028,12.378,12.798,12.299,12.56,12.114,12.681,12.933,12.789,13.2,12.536,12.714,13.119,13.441,12.752,11.617,13.448,13.051,12.641,12.684,12.55,13.431,13.357,13.727,12.77,12.846,13.538,13.912,13.762,12.509,11.878,12.151,11.554,12.638,12.824,11.622,10.543,11.127,,,12.713,12.699
,12,,13.592,11.813,12.24,13.105,12.084,12.525,13.076,12.163,12.087,12.447,12.898,12.383,12.668,12.208,12.757,12.999,12.827,13.292,12.654,12.76,13.244,13.544,12.87,11.704,13.54,13.181,12.774,12.839,12.676,13.56,13.481,13.833,12.863,12.958,13.605,14.009,13.861,12.644,11.977,12.299,11.662,12.75,12.957,11.721,10.614,11.223,,,12.814,12.8
,13,,13.644,11.967,12.418,13.208,12.184,12.651,13.165,12.169,12.179,12.524,13.018,12.489,12.764,12.312,12.827,13.066,12.887,13.42,12.747,12.793,13.353,13.64,12.99,11.795,13.632,13.31,12.893,12.982,12.794,13.68,13.592,13.931,12.972,13.07,13.691,14.097,13.976,12.788,12.06,12.43,11.765,12.881,13.097,11.811,10.664,11.348,,,12.914,12.89
,14,,13.704,12.118,12.535,13.343,12.267,12.789,13.236,12.234,12.248,12.598,13.145,12.606,12.839,12.433,12.889,13.134,12.946,13.541,12.797,12.838,13.428,13.724,13.117,11.888,13.738,13.446,13.011,13.109,12.905,13.803,13.69,14.015,13.096,13.18,13.78,14.202,14.091,12.937,12.136,12.567,11.855,13.02,13.24,11.915,10.731,11.472,,,13.01,12.979
,15,,13.787,12.294,12.684,13.416,12.371,12.9,13.353,12.277,12.396,12.707,13.276,12.744,12.915,12.543,12.947,13.218,12.995,13.652,12.838,12.894,13.481,13.82,13.245,11.988,13.826,13.591,13.118,13.226,13.019,13.91,13.764,14.099,13.211,13.286,13.887,14.323,14.21,13.083,12.23,12.698,11.942,13.146,13.373,12.019,10.781,11.579,,,13.107,13.069
,16,,13.85,12.46,12.837,13.489,12.513,13.017,13.464,12.365,12.527,12.84,13.402,12.902,12.978,12.653,12.994,13.315,13.04,13.775,12.891,12.978,13.535,13.898,13.373,12.1,13.906,13.711,13.201,13.327,13.132,14.002,13.832,14.187,13.296,13.395,14.026,14.445,14.323,13.218,12.324,12.835,12.023,13.257,13.497,12.11,10.838,11.673,,,13.206,13.166
,17,,13.987,12.586,12.955,13.546,12.615,13.157,13.575,12.452,12.62,12.996,13.517,13.064,13.048,12.742,13.033,13.417,13.093,13.907,12.963,13.094,13.582,13.965,13.473,12.225,14.003,13.83,13.276,13.413,13.247,14.082,13.914,14.302,13.386,13.52,14.181,14.565,14.439,13.335,12.438,12.948,12.095,13.352,13.627,12.218,10.92,11.77,,,13.304,13.261
,18,,14.106,12.741,13.168,13.612,12.719,13.222,13.691,12.567,12.749,13.168,13.633,13.211,13.104,12.856,13.096,13.539,13.148,14.002,13.07,13.244,13.628,14.027,13.569,12.361,14.107,13.932,13.358,13.483,13.379,14.17,14.012,14.44,13.467,13.643,14.327,14.707,14.559,13.441,12.553,13.032,12.178,13.435,13.724,12.324,11.017,11.844,,,13.409,13.369
,19,,14.267,12.867,13.368,13.654,12.862,13.301,13.769,12.669,12.818,13.341,13.766,13.363,13.168,12.96,13.177,13.673,13.209,14.082,13.193,13.401,13.694,14.108,13.666,12.499,14.173,14.016,13.413,13.551,13.517,14.258,14.098,14.574,13.532,13.754,14.449,14.841,14.679,13.547,12.639,13.102,12.297,13.494,13.792,12.413,11.104,11.927,,,13.511,13.465
,20,,14.424,12.979,13.469,13.701,12.909,13.441,13.861,12.873,12.881,13.493,13.899,13.511,13.228,13.058,13.27,13.829,13.311,14.178,13.323,13.549,13.755,14.187,13.774,12.626,14.236,14.094,13.457,13.636,13.65,14.356,14.195,14.705,13.593,13.867,14.53,14.964,14.793,13.657,12.712,13.177,12.433,13.555,13.859,12.495,11.205,12.039,,,13.615,13.592
,21,,14.586,13.089,13.632,13.743,12.965,13.536,13.902,13.039,13,13.596,14.036,13.639,13.305,13.13,13.374,13.986,13.438,14.272,13.442,13.684,13.818,14.253,13.873,12.745,14.288,14.183,13.538,13.716,13.777,14.46,14.298,14.82,13.675,13.976,14.587,15.103,14.917,13.758,12.795,13.252,12.584,13.627,13.937,12.559,11.308,12.146,,,13.716,13.7
,22,,14.749,13.215,13.673,13.784,13.061,13.645,13.954,13.171,13.097,13.652,14.168,13.752,13.407,13.208,13.491,14.146,13.586,14.343,13.531,13.819,13.909,14.324,13.979,12.875,14.338,14.283,13.627,13.796,13.899,14.569,14.397,14.922,13.755,14.073,14.64,15.244,15.033,13.87,12.87,13.339,12.74,13.728,13.999,12.609,11.386,12.251,,,13.814,13.79
,23,,14.908,13.367,13.712,13.854,13.127,13.792,14.026,13.358,13.23,13.708,14.278,13.855,13.529,13.283,13.589,14.273,13.732,14.422,13.607,13.939,14.016,14.403,14.091,13.021,14.391,14.4,13.734,13.885,14.026,14.674,14.48,15.012,13.836,14.17,14.686,15.359,15.137,13.968,12.96,13.466,12.893,13.839,14.088,12.667,11.456,12.343,,,13.915,13.87
,24,,15.068,13.491,13.811,13.911,13.257,13.912,14.076,13.364,13.367,13.768,14.362,13.949,13.647,13.36,13.68,14.381,13.873,14.515,13.702,14.05,14.128,14.467,14.189,13.164,14.48,14.515,13.875,13.984,14.122,14.776,14.575,15.115,13.902,14.261,14.743,15.471,15.219,14.037,13.064,13.591,13.022,13.949,14.185,12.727,11.532,12.39,,,14.012,13.966
,25,,15.169,13.676,13.881,13.995,13.384,14.007,14.134,13.405,13.488,13.853,14.436,14.018,13.774,13.448,13.781,14.454,13.974,14.585,13.808,14.16,14.276,14.528,14.253,13.287,14.574,14.613,14.045,14.082,14.204,14.871,14.668,15.228,13.965,14.35,14.832,15.593,15.295,14.11,13.153,13.708,13.157,14.036,14.306,12.805,11.606,12.413,,,14.107,14.064
,26,,15.299,13.858,14.026,14.077,13.482,14.134,14.209,13.456,13.614,13.949,14.499,14.086,13.888,13.593,13.877,14.531,14.072,14.644,13.912,14.268,14.412,14.577,14.306,13.414,14.688,14.692,14.179,14.188,14.265,14.957,14.758,15.352,14.018,14.44,14.928,15.695,15.366,14.183,13.237,13.816,13.295,14.116,14.422,12.917,11.678,12.453,,,14.204,14.184
,27,,15.37,13.876,14.162,14.134,13.597,14.27,14.325,13.467,13.745,14.052,14.57,14.136,13.981,13.753,13.975,14.583,14.164,14.707,14.04,14.35,14.543,14.612,14.358,13.509,14.797,14.759,14.301,14.299,14.312,15.018,14.839,15.465,14.08,14.538,15.021,15.785,15.442,14.254,13.321,13.919,13.422,14.187,14.563,13.055,11.749,12.489,,,14.294,14.3
,28,,15.442,13.979,14.308,14.204,13.7,14.412,14.402,13.543,13.869,14.152,14.648,14.181,14.057,13.902,14.077,14.633,14.24,14.747,14.16,14.422,14.687,14.649,14.417,13.565,14.894,14.821,14.4,14.416,14.352,15.075,14.895,15.568,14.136,14.643,15.122,15.883,15.527,14.335,13.392,14.007,13.531,14.252,14.693,13.188,11.811,12.541,,,14.38,14.401
,29,,15.51,14.007,14.458,14.315,13.791,14.542,14.536,13.627,14.022,14.246,14.732,14.22,14.126,14.037,14.196,14.687,14.317,14.771,14.274,14.496,14.824,14.7,14.478,13.643,14.977,14.89,14.471,14.525,14.401,15.101,14.933,15.667,14.206,14.755,15.242,15.985,15.63,14.432,13.487,14.111,13.645,14.325,14.808,13.327,11.873,12.631,,,14.467,14.474
,30,,15.579,13.987,14.583,14.392,13.873,14.728,14.679,13.749,14.168,14.322,14.815,14.272,14.178,14.169,14.32,14.749,14.401,14.799,14.36,14.564,14.936,14.773,14.556,13.747,15.073,14.971,14.532,14.626,14.461,15.125,14.957,15.754,14.28,14.853,15.339,16.087,15.739,14.535,13.585,14.22,13.735,14.404,14.891,13.459,11.96,12.725,,,14.554,14.56
July,1,,15.614,14.058,14.716,14.493,13.97,14.897,14.764,13.845,14.334,14.393,14.889,14.319,14.244,14.291,14.441,14.797,14.486,14.837,14.43,14.633,15.054,14.879,14.648,13.841,15.156,15.054,14.617,14.728,14.551,15.134,14.994,15.832,14.359,14.94,15.425,16.186,15.833,14.643,13.683,14.333,13.804,14.48,14.966,13.575,12.056,12.831,,,14.642,14.64
,2,,15.665,14.131,14.831,14.616,14.133,15.066,14.868,13.947,14.497,14.465,14.946,14.385,14.297,14.371,14.55,14.849,14.572,14.869,14.497,14.69,15.163,14.989,14.747,13.935,15.253,15.136,14.717,14.826,14.663,15.164,15.046,15.915,14.433,15.012,15.502,16.279,15.92,14.721,13.797,14.454,13.868,14.55,15.033,13.684,12.138,12.94,,,14.733,14.732
,3,,15.703,14.226,14.948,14.728,14.248,15.252,14.928,14.072,14.58,14.523,14.991,14.459,14.357,14.427,14.66,14.916,14.674,14.923,14.59,14.774,15.245,15.081,14.837,14.034,15.342,15.219,14.818,14.908,14.759,15.206,15.121,15.986,14.502,15.096,15.568,16.364,15.991,14.788,13.92,14.565,13.939,14.627,15.114,13.791,12.216,13.053,,,14.82,14.828
,4,,15.732,14.308,15.044,14.823,14.405,15.376,14.991,14.123,14.707,14.589,15.034,14.551,14.406,14.49,14.761,15,14.776,15,14.698,14.864,15.309,15.188,14.922,14.126,15.422,15.293,14.896,14.976,14.846,15.271,15.183,16.053,14.564,15.166,15.622,16.454,16.058,14.856,14.03,14.663,14.009,14.72,15.202,13.888,12.28,13.16,,,14.904,14.909
,5,,15.787,14.434,15.148,14.918,14.589,15.513,15.091,14.188,14.775,14.649,15.058,14.631,14.473,14.564,14.824,15.103,14.873,15.074,14.812,14.943,15.356,15.283,14.995,14.224,15.494,15.35,14.962,15.054,14.913,15.333,15.255,16.124,14.615,15.251,15.704,16.518,16.131,14.933,14.143,14.748,14.093,14.825,15.307,13.979,12.314,13.268,,,14.986,14.979
,6,,15.837,14.551,15.219,15.03,14.679,15.659,15.169,14.18,14.829,14.717,15.084,14.695,14.512,14.609,14.883,15.227,14.957,15.136,14.932,15.017,15.397,15.375,15.063,14.34,15.577,15.411,15.027,15.147,14.955,15.413,15.324,16.199,14.669,15.358,15.787,16.563,16.214,15.046,14.262,14.827,14.184,14.928,15.422,14.055,12.322,13.372,,,15.059,15.046
,7,,15.874,14.679,15.298,15.069,14.788,15.787,15.235,14.194,14.916,14.792,15.118,14.752,14.568,14.7,14.954,15.363,15.028,15.214,15.034,15.119,15.442,15.472,15.135,14.467,15.636,15.472,15.09,15.247,14.991,15.497,15.396,16.267,14.705,15.464,15.894,16.6,16.299,15.194,14.371,14.895,14.276,15.022,15.526,14.118,12.362,13.477,,,15.135,15.119
,8,,15.921,14.81,15.318,15.128,14.852,15.832,15.328,14.261,15.001,14.876,15.149,14.806,14.635,14.849,15.009,15.474,15.078,15.286,15.116,15.201,15.516,15.575,15.203,14.583,15.701,15.524,15.151,15.367,15.031,15.549,15.487,16.336,14.728,15.553,16.006,16.626,16.384,15.344,14.467,14.972,14.381,15.111,15.625,14.191,12.434,13.568,,,15.207,15.176
,9,,15.99,14.895,15.359,15.169,14.919,15.936,15.351,14.28,15.037,14.949,15.164,14.838,14.713,15.004,15.069,15.555,15.13,15.328,15.179,15.272,15.605,15.667,15.275,14.674,15.768,15.6,15.239,15.474,15.109,15.585,15.616,16.398,14.759,15.663,16.121,16.612,16.466,15.481,14.541,15.063,14.477,15.185,15.713,14.275,12.544,13.679,,,15.275,15.256
,10,,16.037,15,15.425,15.199,14.975,15.978,15.381,14.388,15.099,15.031,15.187,14.889,14.787,15.145,15.18,15.615,15.199,15.382,15.236,15.343,15.703,15.738,15.367,14.75,15.851,15.706,15.325,15.567,15.205,15.603,15.751,16.461,14.809,15.769,16.225,16.585,16.533,15.611,14.612,15.155,14.568,15.255,15.794,14.365,12.65,13.789,,,15.349,15.334
,11,,16.103,15.076,15.457,15.259,15.033,15.993,15.434,14.501,15.166,15.127,15.209,14.951,14.867,15.311,15.301,15.657,15.266,15.448,15.298,15.403,15.8,15.778,15.462,14.815,15.906,15.832,15.413,15.636,15.283,15.625,15.886,16.522,14.875,15.867,16.329,16.558,16.605,15.71,14.677,15.24,14.67,15.308,15.841,14.47,12.766,13.871,,,15.421,15.408
,12,,16.182,15.146,15.557,15.315,15.113,16.096,15.469,14.572,15.203,15.234,15.239,15.04,14.938,15.467,15.441,15.706,15.342,15.522,15.38,15.442,15.904,15.795,15.525,14.895,15.963,15.975,15.529,15.695,15.346,15.657,16.019,16.6,14.98,15.97,16.405,16.565,16.664,15.796,14.74,15.331,14.782,15.359,15.877,14.568,12.878,13.938,,,15.499,15.468
,13,,16.257,15.24,15.658,15.465,15.18,16.182,15.557,14.659,15.267,15.362,15.289,15.134,15.005,15.58,15.591,15.783,15.423,15.61,15.473,15.478,15.994,15.823,15.575,14.989,16.02,16.102,15.673,15.75,15.409,15.71,16.139,16.702,15.107,16.053,16.497,16.579,16.698,15.885,14.803,15.425,14.874,15.4,15.924,14.644,12.981,13.984,,,15.586,15.578
,14,,16.322,15.328,15.744,15.572,15.263,16.216,15.636,14.825,15.346,15.495,15.355,15.238,15.073,15.664,15.718,15.884,15.516,15.709,15.574,15.522,16.071,15.838,15.628,15.101,16.078,16.196,15.818,15.805,15.469,15.813,16.226,16.806,15.226,16.117,16.585,16.624,16.717,15.962,14.875,15.501,14.973,15.449,16.002,14.718,13.065,13.997,,,15.673,15.65
,15,,16.41,15.398,15.837,15.75,15.351,16.292,15.697,14.936,15.449,15.629,15.421,15.323,15.144,15.76,15.782,16.005,15.593,15.817,15.679,15.606,16.134,15.865,15.678,15.229,16.119,16.27,15.964,15.851,15.542,15.934,16.282,16.891,15.353,16.177,16.658,16.687,16.733,16.018,14.933,15.571,15.079,15.493,16.097,14.78,13.173,14,,,15.761,15.755
,16,,16.498,15.484,15.899,15.935,15.394,16.317,15.775,15.117,15.524,15.748,15.488,15.402,15.232,15.848,15.841,16.132,15.656,15.943,15.781,15.716,16.196,15.924,15.706,15.333,16.184,16.325,16.081,15.911,15.642,16.054,16.358,16.957,15.492,16.239,16.74,16.757,16.733,16.059,14.985,15.633,15.181,15.541,16.23,14.837,13.311,14.012,,,15.847,15.845
,17,,16.552,15.563,15.969,15.956,15.455,16.325,15.765,15.319,15.619,15.838,15.552,15.467,15.329,15.912,15.868,16.249,15.695,16.069,15.865,15.838,16.257,15.994,15.74,15.405,16.27,16.357,16.164,15.975,15.748,16.149,16.432,16.996,15.601,16.302,16.815,16.798,16.73,16.083,15.047,15.7,15.303,15.604,16.372,14.926,13.454,14.034,,,15.919,15.89
,18,,16.624,15.629,16.01,16.052,15.477,16.361,15.781,15.445,15.732,15.905,15.616,15.536,15.431,15.979,15.876,16.355,15.724,16.184,15.927,15.966,16.311,16.052,15.774,15.48,16.358,16.402,16.232,16.027,15.858,16.243,16.476,17.016,15.722,16.381,16.856,16.859,16.751,16.112,15.127,15.757,15.435,15.675,16.506,15.027,13.582,14.079,,,15.986,15.973
,19,,16.681,15.701,16.056,16.003,15.501,16.401,15.783,15.589,15.793,15.951,15.68,15.6,15.556,16.063,15.919,16.459,15.733,16.318,16,16.091,16.359,16.126,15.796,15.563,16.46,16.468,16.317,16.109,15.955,16.303,16.492,17.053,15.859,16.449,16.895,16.941,16.766,16.138,15.245,15.809,15.539,15.735,16.646,15.139,13.701,14.138,,,16.05,16.029
,20,,16.728,15.782,16.126,15.952,15.568,16.434,15.766,15.699,15.862,15.997,15.763,15.696,15.683,16.142,15.988,16.563,15.754,16.448,16.077,16.183,16.418,16.195,15.826,15.639,16.563,16.544,16.412,16.211,16.049,16.374,16.515,17.101,15.996,16.504,16.957,17.035,16.777,16.159,15.384,15.86,15.595,15.804,16.731,15.25,13.819,14.22,,,16.118,16.102
,21,,16.773,15.844,16.178,15.998,15.611,16.467,15.846,15.808,15.914,16.042,15.851,15.794,15.825,16.229,16.044,16.672,15.793,16.55,16.164,16.259,16.486,16.247,15.881,15.732,16.668,16.612,16.524,16.309,16.155,16.443,16.514,17.147,16.122,16.542,17.024,17.149,16.796,16.184,15.538,15.914,15.642,15.872,16.801,15.354,13.91,14.291,,,16.192,16.171
,22,,16.829,15.906,16.296,15.998,15.706,16.544,15.897,15.925,15.967,16.114,15.914,15.897,15.991,16.326,16.113,16.786,15.865,16.642,16.254,16.323,16.559,16.286,15.958,15.839,16.769,16.682,16.622,16.414,16.276,16.494,16.497,17.191,16.244,16.57,17.107,17.278,16.824,16.233,15.693,15.977,15.679,15.95,16.887,15.432,13.97,14.346,,,16.271,16.281
,23,,16.862,15.99,16.4,16.149,15.799,16.599,15.993,16.04,16.056,16.174,15.989,15.993,16.154,16.414,16.213,16.9,15.97,16.705,16.358,16.366,16.651,16.34,16.058,15.931,16.86,16.748,16.713,16.542,16.408,16.522,16.506,17.233,16.342,16.614,17.177,17.402,16.846,16.289,15.818,16.041,15.726,16.031,16.976,15.501,14.029,14.381,,,16.359,16.362
,24,,16.897,16.062,16.534,16.27,15.829,16.719,16.096,16.085,16.126,16.23,16.067,16.085,16.277,16.505,16.3,17.01,16.101,16.73,16.459,16.418,16.762,16.377,16.167,16.019,16.939,16.791,16.79,16.665,16.554,16.537,16.558,17.243,16.426,16.679,17.242,17.521,16.899,16.364,15.909,16.105,15.794,16.112,17.041,15.532,14.095,14.411,,,16.441,16.438
